hours_01_01_11,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count
5324.00,3,0,1,1,31.16,33.335,31,8.9981,59,253,312
5325.00,3,0,1,1,31.16,33.335,33,7.0015,47,162,209
5326.00,3,0,1,1,30.34,32.575,37,0,17,122,139
5327.00,3,0,1,1,30.34,32.575,37,6.0032,14,94,108
5328.00,3,0,1,1,28.7,31.82,45,7.0015,6,40,46
5329.00,3,0,1,1,28.7,31.82,45,8.9981,9,17,26
5330.00,3,0,1,1,27.06,31.06,54,8.9981,3,8,11
5331.00,3,0,1,1,26.24,31.06,57,8.9981,2,7,9
5332.00,3,0,1,1,26.24,31.06,57,11.0014,1,4,5
5333.00,3,0,1,1,26.24,31.06,61,12.998,2,23,25
5334.00,3,0,1,1,25.42,30.305,65,11.0014,5,101,106
5335.00,3,0,1,1,27.06,31.06,54,8.9981,15,292,307
5336.00,3,0,1,1,28.7,31.82,45,11.0014,29,361,390
5337.00,3,0,1,1,29.52,32.575,39,15.0013,31,166,197
5338.00,3,0,1,1,30.34,32.575,37,16.9979,36,96,132
5339.00,3,0,1,1,31.16,33.335,35,16.9979,59,128,187
5340.00,3,0,1,1,31.98,34.09,31,16.9979,50,164,214
5341.00,3,0,1,1,31.16,33.335,31,15.0013,51,166,217
5342.00,3,0,1,1,32.8,34.85,29,0,39,103,142
5343.00,3,0,1,1,32.8,34.85,29,19.9995,52,126,178
5344.00,3,0,1,1,32.8,34.85,27,12.998,57,241,298
5345.00,3,0,1,1,32.8,34.85,29,16.9979,96,486,582
5346.00,3,0,1,1,31.98,34.09,29,6.0032,74,497,571
5347.00,3,0,1,1,30.34,32.575,35,12.998,48,323,371
5348.00,3,0,1,1,29.52,32.575,37,8.9981,56,232,288
5349.00,3,0,1,1,28.7,32.575,48,6.0032,35,171,206
5350.00,3,0,1,1,28.7,32.575,48,0,34,123,157
5351.00,3,0,1,1,27.06,31.06,50,11.0014,22,105,127
5352.00,3,0,1,1,26.24,31.06,53,11.0014,12,53,65
5353.00,3,0,1,1,26.24,31.06,53,8.9981,4,19,23
5354.00,3,0,1,1,25.42,31.06,57,12.998,0,15,15
5355.00,3,0,1,1,25.42,31.06,53,11.0014,0,9,9
5356.00,3,0,1,1,25.42,31.06,53,8.9981,0,5,5
5357.00,3,0,1,1,24.6,31.06,56,8.9981,2,24,26
5358.00,3,0,1,1,25.42,31.06,50,8.9981,3,73,76
5359.00,3,0,1,1,26.24,31.06,44,11.0014,17,247,264
5360.00,3,0,1,1,27.88,31.82,39,15.0013,29,397,426
5361.00,3,0,1,1,29.52,32.575,34,8.9981,27,178,205
5362.00,3,0,1,1,30.34,32.575,33,7.0015,44,86,130
5363.00,3,0,1,1,31.16,33.335,29,0,48,108,156
5364.00,3,0,1,1,32.8,34.85,27,0,55,167,222
5365.00,3,0,1,1,31.98,34.09,29,6.0032,74,179,253
5366.00,3,0,1,1,32.8,34.85,29,12.998,51,135,186
5367.00,3,0,1,1,32.8,34.85,29,11.0014,59,190,249
5368.00,3,0,1,1,33.62,35.605,28,0,68,266,334
5369.00,3,0,1,1,33.62,35.605,26,0,93,423,516
5370.00,3,0,1,1,31.16,34.09,40,19.9995,89,376,465
5371.00,3,0,1,1,30.34,33.335,42,15.0013,101,284,385
5372.00,3,0,1,1,29.52,32.575,42,15.0013,77,210,287
5373.00,3,0,1,1,28.7,32.575,48,8.9981,73,153,226
5374.00,3,0,1,1,27.88,31.82,51,0,74,157,231
5375.00,3,0,1,1,27.88,31.82,51,0,51,100,151
5376.00,3,0,0,1,27.88,31.82,51,7.0015,15,69,84
5377.00,3,0,0,2,27.88,31.82,57,6.0032,13,64,77
5378.00,3,0,0,1,27.88,31.82,57,0,16,58,74
5379.00,3,0,0,1,27.06,31.06,65,8.9981,9,18,27
5380.00,3,0,0,2,26.24,30.305,73,8.9981,5,5,10
5381.00,3,0,0,1,26.24,30.305,73,7.0015,3,15,18
5382.00,3,0,0,1,26.24,30.305,73,6.0032,3,19,22
5383.00,3,0,0,2,27.06,31.06,74,12.998,10,34,44
5384.00,3,0,0,2,28.7,32.575,65,11.0014,28,90,118
5385.00,3,0,0,2,28.7,33.335,74,11.0014,70,138,208
5386.00,3,0,0,2,29.52,34.85,74,15.0013,97,163,260
5387.00,3,0,0,2,30.34,34.85,70,12.998,122,192,314
5388.00,3,0,0,2,27.06,29.545,89,11.0014,175,246,421
5389.00,3,0,0,2,30.34,35.605,74,22.0028,61,92,153
5390.00,3,0,0,1,30.34,34.85,70,16.9979,113,146,259
5391.00,3,0,0,3,27.88,31.82,79,23.9994,150,208,358
5392.00,3,0,0,2,28.7,33.335,74,19.0012,148,133,281
5393.00,3,0,0,2,29.52,34.85,74,16.9979,97,172,269
5394.00,3,0,0,1,28.7,33.335,74,15.0013,123,169,292
5395.00,3,0,0,2,27.88,31.82,79,19.0012,67,170,237
5396.00,3,0,0,2,27.88,31.82,83,15.0013,78,105,183
5397.00,3,0,0,2,27.88,31.82,83,26.0027,40,127,167
5398.00,3,0,0,2,27.88,31.82,83,26.0027,36,118,154
5399.00,3,0,0,2,27.06,30.305,83,22.0028,25,95,120
5400.00,3,0,0,3,27.06,30.305,83,19.9995,19,71,90
5401.00,3,0,0,3,26.24,28.79,89,15.0013,16,57,73
5402.00,3,0,0,3,26.24,28.79,89,15.0013,13,49,62
5403.00,3,0,0,2,26.24,28.03,94,16.9979,5,22,27
5404.00,3,0,0,3,26.24,28.03,94,12.998,1,2,3
5405.00,3,0,0,2,26.24,28.03,94,11.0014,1,9,10
5406.00,3,0,0,2,26.24,28.03,94,7.0015,2,4,6
5407.00,3,0,0,2,27.06,29.545,89,12.998,4,20,24
5408.00,3,0,0,2,27.06,29.545,89,19.0012,20,21,41
5409.00,3,0,0,3,27.06,29.545,89,19.0012,27,76,103
5410.00,3,0,0,1,28.7,33.335,79,15.0013,67,116,183
5411.00,3,0,0,1,28.7,33.335,79,12.998,81,117,198
5412.00,3,0,0,2,28.7,33.335,79,15.0013,98,183,281
5413.00,3,0,0,1,29.52,34.85,74,16.9979,144,233,377
5414.00,3,0,0,1,30.34,34.85,70,12.998,126,244,370
5415.00,3,0,0,1,30.34,34.85,66,12.998,128,203,331
5416.00,3,0,0,1,30.34,34.85,66,11.0014,116,176,292
5417.00,3,0,0,1,31.16,35.605,62,8.9981,133,196,329
5418.00,3,0,0,1,30.34,34.85,66,11.0014,125,222,347
5419.00,3,0,0,1,29.52,34.85,74,15.0013,75,184,259
5420.00,3,0,0,1,28.7,33.335,84,11.0014,67,126,193
5421.00,3,0,0,3,24.6,27.275,88,32.9975,51,104,155
5422.00,3,0,0,3,24.6,27.275,88,32.9975,14,25,39
5423.00,3,0,0,3,24.6,28.03,83,0,5,22,27
5424.00,3,0,1,3,24.6,27.275,88,6.0032,7,18,25
5425.00,3,0,1,2,24.6,27.275,88,8.9981,1,9,10
5426.00,3,0,1,2,24.6,28.03,83,0,0,3,3
5427.00,3,0,1,1,24.6,28.03,83,12.998,1,6,7
5428.00,3,0,1,1,24.6,28.03,83,8.9981,1,4,5
5429.00,3,0,1,2,24.6,27.275,88,12.998,3,14,17
5430.00,3,0,1,1,24.6,27.275,88,16.9979,3,87,90
5431.00,3,0,1,1,24.6,27.275,88,16.9979,10,248,258
5432.00,3,0,1,1,26.24,29.545,78,22.0028,29,326,355
5433.00,3,0,1,1,26.24,29.545,78,22.0028,52,170,222
5434.00,3,0,1,1,27.88,31.82,69,19.0012,54,87,141
5435.00,3,0,1,2,29.52,34.09,62,16.9979,41,112,153
5436.00,3,0,1,1,30.34,34.09,58,19.0012,62,116,178
5437.00,3,0,1,1,31.98,35.605,52,19.0012,53,140,193
5438.00,3,0,1,1,30.34,34.09,55,6.0032,56,95,151
5439.00,3,0,1,3,30.34,34.09,55,19.9995,49,133,182
5440.00,3,0,1,1,30.34,34.09,55,22.0028,58,225,283
5441.00,3,0,1,1,30.34,33.335,51,19.0012,59,471,530
5442.00,3,0,1,1,28.7,32.575,65,12.998,70,413,483
5443.00,3,0,1,1,28.7,32.575,65,0,54,343,397
5444.00,3,0,1,1,27.06,31.06,74,8.9981,45,240,285
5445.00,3,0,1,1,27.06,31.06,65,12.998,34,150,184
5446.00,3,0,1,1,27.06,31.06,69,16.9979,22,76,98
5447.00,3,0,1,1,26.24,30.305,69,15.0013,11,77,88
5448.00,3,0,1,1,26.24,30.305,69,7.0015,8,23,31
5449.00,3,0,1,1,26.24,30.305,69,11.0014,4,12,16
5450.00,3,0,1,1,25.42,29.545,73,15.0013,1,3,4
5451.00,3,0,1,1,25.42,29.545,73,15.0013,1,5,6
5452.00,3,0,1,1,26.24,30.305,69,19.9995,0,5,5
5453.00,3,0,1,1,25.42,29.545,73,19.0012,1,29,30
5454.00,3,0,1,1,25.42,29.545,73,22.0028,4,115,119
5455.00,3,0,1,1,26.24,30.305,69,16.9979,18,328,346
5456.00,3,0,1,1,28.7,32.575,58,30.0026,24,417,441
5457.00,3,0,1,1,27.88,31.82,61,19.0012,27,171,198
5458.00,3,0,1,1,28.7,32.575,58,26.0027,28,83,111
5459.00,3,0,1,1,30.34,33.335,51,15.0013,40,110,150
5460.00,3,0,1,1,31.16,34.09,48,22.0028,42,120,162
5461.00,3,0,1,1,31.16,34.09,48,19.9995,45,147,192
5462.00,3,0,1,1,31.16,34.09,45,27.9993,65,117,182
5463.00,3,0,1,1,32.8,35.605,41,19.9995,36,123,159
5464.00,3,0,1,1,32.8,35.605,41,15.0013,55,248,303
5465.00,3,0,1,1,31.16,34.09,45,22.0028,75,525,600
5466.00,3,0,1,1,31.16,34.09,45,15.0013,54,516,570
5467.00,3,0,1,1,30.34,33.335,48,12.998,56,320,376
5468.00,3,0,1,1,30.34,33.335,51,0,48,232,280
5469.00,3,0,1,1,29.52,33.335,54,0,38,177,215
5470.00,3,0,1,1,28.7,32.575,61,0,31,121,152
5471.00,3,0,1,1,27.06,31.06,65,8.9981,20,57,77
5472.00,3,0,1,1,27.06,31.06,69,6.0032,8,16,24
5473.00,3,0,1,1,26.24,30.305,73,11.0014,2,12,14
5474.00,3,0,1,1,27.06,31.06,69,0,0,6,6
5475.00,3,0,1,1,26.24,29.545,78,0,1,4,5
5476.00,3,0,1,1,26.24,30.305,73,0,0,5,5
5477.00,3,0,1,1,26.24,30.305,73,0,0,28,28
5478.00,3,0,1,1,25.42,29.545,78,0,4,101,105
5479.00,3,0,1,1,27.06,31.06,65,6.0032,12,296,308
5480.00,3,0,1,1,28.7,32.575,54,11.0014,35,452,487
5481.00,3,0,1,1,30.34,33.335,48,6.0032,31,178,209
5482.00,3,0,1,1,31.16,34.09,43,6.0032,27,91,118
5483.00,3,0,1,1,31.98,34.85,43,7.0015,20,108,128
5484.00,3,0,1,1,32.8,36.365,43,19.0012,26,163,189
5485.00,3,0,1,1,32.8,35.605,41,12.998,38,138,176
5486.00,3,0,1,1,33.62,36.365,36,11.0014,54,138,192
5487.00,3,0,1,1,32.8,36.365,43,8.9981,42,117,159
5488.00,3,0,1,1,33.62,37.12,43,15.0013,62,238,300
5489.00,3,0,1,1,32.8,37.12,49,15.0013,46,506,552
5490.00,3,0,1,1,31.16,34.85,55,16.9979,86,470,556
5491.00,3,0,1,1,31.16,34.85,55,15.0013,50,297,347
5492.00,3,0,1,1,30.34,34.09,58,16.9979,37,243,280
5493.00,3,0,1,1,29.52,34.09,62,15.0013,38,192,230
5494.00,3,0,1,1,28.7,32.575,65,12.998,29,142,171
5495.00,3,0,1,1,28.7,32.575,65,19.0012,20,85,105
5496.00,3,0,1,1,27.88,31.82,65,8.9981,18,38,56
5497.00,3,0,1,2,27.06,31.06,65,11.0014,13,11,24
5498.00,3,0,1,1,27.06,31.06,65,15.0013,2,4,6
5499.00,3,0,1,1,27.06,31.06,69,19.0012,0,6,6
5500.00,3,0,1,1,26.24,30.305,73,15.0013,0,9,9
5501.00,3,0,1,1,26.24,29.545,78,19.0012,0,27,27
5502.00,3,0,1,2,26.24,29.545,78,16.9979,6,97,103
5503.00,3,0,1,1,26.24,29.545,78,19.9995,19,289,308
5504.00,3,0,1,1,27.06,31.06,74,19.0012,27,393,420
5505.00,3,0,1,1,29.52,34.09,66,16.9979,42,186,228
5506.00,3,0,1,1,30.34,34.85,66,16.9979,37,92,129
5507.00,3,0,1,1,31.16,35.605,58,16.9979,44,97,141
5508.00,3,0,1,1,32.8,37.12,52,19.0012,34,139,173
5509.00,3,0,1,1,32.8,37.12,52,23.9994,33,154,187
5510.00,3,0,1,1,33.62,37.88,46,22.0028,67,115,182
5511.00,3,0,1,1,32.8,36.365,46,23.9994,56,118,174
5512.00,3,0,1,1,32.8,36.365,46,23.9994,49,196,245
5513.00,3,0,1,3,32.8,36.365,46,19.9995,44,365,409
5514.00,3,0,1,3,31.16,34.85,55,16.9979,48,226,274
5515.00,3,0,1,1,27.06,30.305,83,7.0015,26,115,141
5516.00,3,0,1,1,27.06,30.305,83,7.0015,24,141,165
5517.00,3,0,1,2,27.88,31.82,79,0,12,137,149
5518.00,3,0,1,2,28.7,33.335,74,7.0015,18,117,135
5519.00,3,0,1,2,28.7,33.335,74,8.9981,20,94,114
5520.00,3,0,1,3,27.88,31.82,69,12.998,9,53,62
5521.00,3,0,1,3,26.24,28.79,89,0,1,19,20
5522.00,3,0,1,3,26.24,28.79,83,0,0,8,8
5523.00,3,0,1,1,26.24,29.545,78,0,2,1,3
5524.00,3,0,1,1,26.24,28.79,83,0,1,7,8
5525.00,3,0,1,1,26.24,28.79,83,0,1,16,17
5526.00,3,0,1,1,26.24,28.79,83,0,2,91,93
5527.00,3,0,1,2,27.06,30.305,83,6.0032,12,251,263
5528.00,3,0,1,2,27.06,30.305,83,0,30,368,398
5529.00,3,0,1,1,28.7,32.575,65,8.9981,31,187,218
5530.00,3,0,1,1,29.52,34.09,62,6.0032,57,108,165
5531.00,3,0,1,2,29.52,34.09,66,6.0032,45,120,165
5532.00,3,0,1,2,30.34,34.09,62,6.0032,54,168,222
5533.00,3,0,1,2,31.16,35.605,62,12.998,63,169,232
5534.00,3,0,1,1,31.98,36.365,55,12.998,78,142,220
5535.00,3,0,1,1,32.8,37.12,49,7.0015,66,156,222
5536.00,3,0,1,1,32.8,37.12,49,0,66,261,327
5537.00,3,0,1,1,31.16,35.605,58,35.0008,85,442,527
5538.00,3,0,1,1,31.16,35.605,58,35.0008,88,337,425
5539.00,3,0,1,3,25.42,29.545,73,31.0009,33,132,165
5540.00,3,0,1,3,25.42,28.79,83,19.9995,12,46,58
5541.00,3,0,1,1,25.42,28.79,83,8.9981,18,89,107
5542.00,3,0,1,1,24.6,27.275,88,8.9981,25,97,122
5543.00,3,0,1,2,24.6,27.275,88,6.0032,18,88,106
5832.00,3,0,1,1,24.6,28.79,78,7.0015,18,33,51
5833.00,3,0,1,1,24.6,29.545,73,6.0032,7,14,21
5834.00,3,0,1,1,23.78,27.275,78,6.0032,14,11,25
5835.00,3,0,1,1,23.78,27.275,78,6.0032,7,7,14
5836.00,3,0,1,1,22.96,26.515,83,6.0032,0,7,7
5837.00,3,0,1,1,22.96,26.515,73,6.0032,1,22,23
5838.00,3,0,1,1,24.6,28.79,78,0,2,103,105
5839.00,3,0,1,1,24.6,28.79,78,0,7,335,342
5840.00,3,0,1,1,25.42,29.545,73,8.9981,31,467,498
5841.00,3,0,1,1,26.24,30.305,69,7.0015,29,178,207
5842.00,3,0,1,1,27.88,31.82,61,8.9981,46,92,138
5843.00,3,0,1,1,29.52,33.335,51,8.9981,51,141,192
5844.00,3,0,1,2,29.52,33.335,51,8.9981,64,165,229
5845.00,3,0,1,2,29.52,33.335,48,6.0032,50,169,219
5846.00,3,0,1,3,29.52,33.335,54,16.9979,54,144,198
5847.00,3,0,1,1,29.52,33.335,51,8.9981,39,135,174
5848.00,3,0,1,1,30.34,33.335,51,12.998,55,253,308
5849.00,3,0,1,1,29.52,33.335,54,16.9979,61,567,628
5850.00,3,0,1,1,29.52,33.335,54,15.0013,69,462,531
5851.00,3,0,1,1,28.7,32.575,58,11.0014,79,364,443
5852.00,3,0,1,1,27.06,31.06,61,15.0013,33,247,280
5853.00,3,0,1,2,27.06,31.06,57,12.998,17,160,177
5854.00,3,0,1,2,27.06,31.06,57,15.0013,34,145,179
5855.00,3,0,1,1,26.24,30.305,65,16.9979,15,111,126
5856.00,3,0,1,1,26.24,30.305,65,12.998,6,58,64
5857.00,3,0,1,3,25.42,29.545,73,7.0015,4,28,32
5858.00,3,0,1,3,25.42,29.545,73,7.0015,9,11,20
5859.00,3,0,1,2,24.6,28.03,83,11.0014,4,4,8
5860.00,3,0,1,1,24.6,28.03,83,6.0032,2,2,4
5861.00,3,0,1,2,24.6,28.03,83,8.9981,0,20,20
5862.00,3,0,1,1,24.6,28.03,83,8.9981,3,73,76
5863.00,3,0,1,1,24.6,28.03,83,7.0015,6,253,259
5864.00,3,0,1,1,25.42,29.545,78,12.998,22,434,456
5865.00,3,0,1,2,25.42,28.79,83,7.0015,30,190,220
5866.00,3,0,1,2,26.24,30.305,76,11.0014,34,106,140
5867.00,3,0,1,2,27.06,31.06,74,7.0015,51,141,192
5868.00,3,0,1,2,27.06,31.06,69,15.0013,82,178,260
5869.00,3,0,1,2,27.88,31.82,65,8.9981,72,207,279
5870.00,3,0,1,2,28.7,32.575,61,7.0015,75,208,283
5871.00,3,0,1,2,28.7,32.575,61,16.9979,69,277,346
5872.00,3,0,1,2,28.7,32.575,61,8.9981,82,299,381
5873.00,3,0,1,2,27.88,31.82,65,11.0014,78,377,455
5874.00,3,0,1,2,27.88,31.82,65,12.998,50,305,355
5875.00,3,0,1,1,27.06,31.06,69,8.9981,67,220,287
5876.00,3,0,1,1,26.24,30.305,73,0,38,158,196
5877.00,3,0,1,2,26.24,30.305,73,6.0032,28,121,149
5878.00,3,0,1,2,26.24,30.305,73,11.0014,33,114,147
5879.00,3,0,1,2,26.24,30.305,73,11.0014,30,68,98
5880.00,3,0,0,2,26.24,30.305,73,7.0015,22,65,87
5881.00,3,0,0,2,26.24,30.305,69,16.9979,17,57,74
5882.00,3,0,0,2,26.24,30.305,69,15.0013,15,26,41
5883.00,3,0,0,1,25.42,29.545,73,11.0014,17,18,35
5884.00,3,0,0,1,25.42,29.545,73,11.0014,3,4,7
5885.00,3,0,0,1,25.42,30.305,69,12.998,3,9,12
5886.00,3,0,0,1,25.42,29.545,73,11.0014,4,19,23
5887.00,3,0,0,1,25.42,29.545,73,12.998,5,33,38
5888.00,3,0,0,1,26.24,30.305,69,11.0014,24,65,89
5889.00,3,0,0,2,27.06,31.06,69,16.9979,83,118,201
5890.00,3,0,0,3,27.06,31.06,65,16.9979,90,168,258
5891.00,3,0,0,3,27.06,31.06,69,19.0012,66,128,194
5892.00,3,0,0,1,28.7,32.575,61,15.0013,97,160,257
5893.00,3,0,0,1,28.7,32.575,65,15.0013,153,200,353
5894.00,3,0,0,2,29.52,34.09,66,11.0014,204,176,380
5895.00,3,0,0,1,29.52,34.09,70,11.0014,187,201,388
5896.00,3,0,0,1,29.52,34.09,70,12.998,186,188,374
5897.00,3,0,0,1,29.52,34.09,70,15.0013,170,201,371
5898.00,3,0,0,1,29.52,34.09,70,11.0014,160,179,339
5899.00,3,0,0,1,28.7,33.335,74,8.9981,147,148,295
5900.00,3,0,0,1,28.7,33.335,79,11.0014,99,120,219
5901.00,3,0,0,1,27.88,31.82,83,8.9981,71,93,164
5902.00,3,0,0,1,27.88,31.82,83,7.0015,66,96,162
5903.00,3,0,0,1,27.06,31.06,85,8.9981,46,77,123
5904.00,3,0,0,1,27.06,29.545,89,12.998,33,76,109
5905.00,3,0,0,1,27.06,30.305,83,8.9981,37,38,75
5906.00,3,0,0,1,27.06,30.305,83,12.998,17,43,60
5907.00,3,0,0,1,26.24,28.79,89,12.998,20,23,43
5908.00,3,0,0,1,26.24,28.79,83,11.0014,0,4,4
5909.00,3,0,0,1,26.24,28.79,83,8.9981,1,5,6
5910.00,3,0,0,1,26.24,28.79,84,15.0013,0,3,3
5911.00,3,0,0,1,27.06,30.305,78,12.998,10,20,30
5912.00,3,0,0,1,27.06,30.305,78,11.0014,21,49,70
5913.00,3,0,0,1,27.06,30.305,78,11.0014,87,102,189
5914.00,3,0,0,1,28.7,33.335,74,8.9981,150,147,297
5915.00,3,0,0,1,30.34,34.85,70,11.0014,174,163,337
5916.00,3,0,0,1,31.16,36.365,66,11.0014,214,221,435
5917.00,3,0,0,2,31.98,37.12,62,19.0012,245,174,419
5918.00,3,0,0,1,31.98,37.88,66,22.0028,205,156,361
5919.00,3,0,0,1,31.98,37.88,66,19.0012,218,192,410
5920.00,3,0,0,1,32.8,38.635,59,15.0013,196,141,337
5921.00,3,0,0,1,31.16,36.365,66,15.0013,204,172,376
5922.00,3,0,0,1,31.16,36.365,66,12.998,187,169,356
5923.00,3,0,0,1,30.34,34.85,70,12.998,178,150,328
5924.00,3,0,0,1,30.34,34.85,70,19.9995,104,125,229
5925.00,3,0,0,1,29.52,34.85,74,16.9979,104,103,207
5926.00,3,0,0,2,29.52,34.85,74,19.0012,70,85,155
5927.00,3,0,0,2,29.52,34.09,70,11.0014,46,58,104
5928.00,3,1,0,2,28.7,33.335,74,15.0013,31,66,97
5929.00,3,1,0,2,27.88,31.82,79,7.0015,19,35,54
5930.00,3,1,0,2,27.88,31.82,79,11.0014,17,22,39
5931.00,3,1,0,2,27.88,31.82,74,19.9995,4,12,16
5932.00,3,1,0,2,27.88,31.82,69,19.0012,3,5,8
5933.00,3,1,0,2,27.06,31.06,74,11.0014,2,4,6
5934.00,3,1,0,2,27.06,31.06,74,8.9981,6,5,11
5935.00,3,1,0,1,27.06,31.06,74,11.0014,11,30,41
5936.00,3,1,0,2,27.06,30.305,78,12.998,45,56,101
5937.00,3,1,0,3,27.88,31.82,74,11.0014,63,89,152
5938.00,3,1,0,2,28.7,32.575,70,11.0014,107,137,244
5939.00,3,1,0,2,28.7,33.335,74,11.0014,101,207,308
5940.00,3,1,0,2,29.52,34.09,70,12.998,141,212,353
5941.00,3,1,0,2,30.34,34.85,70,8.9981,154,235,389
5942.00,3,1,0,1,30.34,34.85,70,11.0014,145,212,357
5943.00,3,1,0,2,27.88,31.82,79,19.0012,111,142,253
5944.00,3,1,0,2,27.88,31.82,79,19.0012,92,192,284
5945.00,3,1,0,2,27.06,29.545,89,7.0015,37,77,114
5946.00,3,1,0,1,27.06,29.545,89,6.0032,31,92,123
5947.00,3,1,0,3,27.06,29.545,94,7.0015,52,123,175
5948.00,3,1,0,3,27.06,29.545,94,16.9979,26,56,82
5949.00,3,1,0,2,27.06,29.545,94,19.9995,20,40,60
5950.00,3,1,0,2,24.6,27.275,88,39.0007,15,49,64
5951.00,3,1,0,3,22.96,26.515,88,26.0027,3,17,20
5952.00,3,0,1,3,22.14,25.76,94,23.9994,1,7,8
5954.00,3,0,1,3,22.14,25.76,94,16.9979,0,2,2
5955.00,3,0,1,3,22.14,25.76,94,19.9995,1,0,1
5956.00,3,0,1,2,22.14,25.76,94,19.9995,1,3,4
5957.00,3,0,1,3,22.14,25.76,88,23.9994,1,20,21
5958.00,3,0,1,2,22.14,25.76,88,22.0028,0,72,72
5959.00,3,0,1,2,22.14,25.76,83,23.9994,6,166,172
5960.00,3,0,1,3,22.14,25.76,83,26.0027,15,349,364
5961.00,3,0,1,2,22.14,25.76,81,27.9993,18,167,185
5962.00,3,0,1,3,22.14,25.76,83,23.9994,16,90,106
5963.00,3,0,1,3,22.14,25.76,83,26.0027,11,78,89
5964.00,3,0,1,3,22.14,25.76,83,26.0027,16,51,67
5965.00,3,0,1,3,22.14,25.76,88,19.9995,5,24,29
5966.00,3,0,1,3,22.14,25.76,88,19.0012,3,21,24
5967.00,3,0,1,3,22.14,25.76,94,26.0027,18,71,89
5968.00,3,0,1,3,22.14,25.76,94,26.0027,11,95,106
5969.00,3,0,1,2,22.14,25.76,88,26.0027,15,276,291
5970.00,3,0,1,2,22.14,25.76,88,26.0027,22,351,373
5971.00,3,0,1,2,22.14,25.76,88,27.9993,12,269,281
5972.00,3,0,1,3,22.14,25.76,88,19.9995,13,150,163
5973.00,3,0,1,3,22.14,25.76,88,19.0012,12,109,121
5974.00,3,0,1,2,22.14,25.76,94,22.0028,5,79,84
5975.00,3,0,1,3,22.14,25.76,94,16.9979,2,56,58
5976.00,3,0,1,2,22.14,25.76,94,15.0013,1,12,13
5977.00,3,0,1,3,22.14,25.76,94,16.9979,2,3,5
5978.00,3,0,1,2,22.14,25.76,94,15.0013,2,4,6
5979.00,3,0,1,3,22.96,26.515,94,8.9981,1,1,2
5980.00,3,0,1,3,22.96,26.515,94,11.0014,0,4,4
5981.00,3,0,1,2,22.96,26.515,100,8.9981,1,15,16
5982.00,3,0,1,3,24.6,27.275,88,7.0015,1,74,75
5983.00,3,0,1,3,24.6,27.275,88,6.0032,3,83,86
5984.00,3,0,1,3,25.42,27.275,94,6.0032,9,319,328
5985.00,3,0,1,3,24.6,27.275,88,8.9981,14,176,190
5986.00,3,0,1,3,24.6,27.275,88,8.9981,3,63,66
5987.00,3,0,1,3,24.6,25.76,94,0,1,9,10
5988.00,3,0,1,3,22.96,26.515,94,0,1,21,22
5989.00,3,0,1,3,24.6,27.275,88,0,2,9,11
5990.00,3,0,1,3,24.6,25.76,93,0,1,24,25
5991.00,3,0,1,3,25.42,27.275,94,7.0015,3,55,58
5992.00,3,0,1,1,26.24,28.79,89,0,7,137,144
5993.00,3,0,1,3,26.24,28.79,89,0,21,264,285
5994.00,3,0,1,3,26.24,28.79,89,0,18,219,237
5995.00,3,0,1,2,26.24,28.79,89,0,14,212,226
5996.00,3,0,1,3,26.24,28.79,89,6.0032,3,93,96
5997.00,3,0,1,3,26.24,28.79,89,6.0032,4,34,38
5998.00,3,0,1,3,25.42,27.275,94,11.0014,3,26,29
5999.00,3,0,1,3,25.42,27.275,94,12.998,3,21,24
6000.00,3,0,1,3,24.6,25,100,12.998,3,11,14
6001.00,3,0,1,3,25.42,27.275,94,7.0015,0,4,4
6003.00,3,0,1,3,25.42,27.275,94,0,0,2,2
6004.00,3,0,1,2,25.42,27.275,94,6.0032,0,3,3
6005.00,3,0,1,3,25.42,27.275,94,6.0032,1,13,14
6006.00,3,0,1,3,25.42,27.275,94,11.0014,1,55,56
6007.00,3,0,1,3,25.42,27.275,94,7.0015,7,172,179
6008.00,3,0,1,3,25.42,27.275,94,8.9981,7,188,195
6009.00,3,0,1,2,25.42,25.76,100,16.9979,4,65,69
6010.00,3,0,1,2,26.24,28.03,94,7.0015,8,57,65
6011.00,3,0,1,2,26.24,28.03,94,15.0013,16,82,98
6012.00,3,0,1,2,27.06,29.545,94,15.0013,17,85,102
6013.00,3,0,1,2,27.88,31.82,83,26.0027,14,112,126
6014.00,3,0,1,2,28.7,33.335,79,23.9994,15,105,120
6015.00,3,0,1,3,27.06,29.545,89,19.9995,24,115,139
6016.00,3,0,1,3,26.24,28.03,94,19.0012,5,151,156
6017.00,3,0,1,3,26.24,28.03,94,19.0012,11,102,113
6018.00,3,0,1,3,26.24,28.03,94,23.9994,2,66,68
6019.00,3,0,1,3,25.42,25.76,100,22.0028,1,51,52
6020.00,3,0,1,2,25.42,27.275,94,11.0014,6,83,89
6021.00,3,0,1,3,26.24,28.03,94,7.0015,6,76,82
6022.00,3,0,1,3,25.42,25.76,100,6.0032,5,65,70
6023.00,3,0,1,3,25.42,25.76,100,6.0032,0,26,26
6024.00,3,0,1,3,26.24,28.03,94,12.998,1,15,16
6025.00,3,0,1,2,25.42,25.76,100,11.0014,0,8,8
6026.00,3,0,1,2,25.42,25.76,100,16.9979,1,7,8
6027.00,3,0,1,2,25.42,27.275,94,16.9979,1,1,2
6028.00,3,0,1,3,25.42,27.275,94,11.0014,0,3,3
